Multi+AC0-Threaded+ADs-Single+AC0-Threaded
0,5166666667+ADs-0,8666666667
0,6+ADs-0,8833333333
0,2833333333+ADs-0,3666666667
0,1833333333+ADs-0,5333333333
1,3+ADs-2,3
0,3583333333+ADs-0,6416666667
0,1833333333+ADs-0,2666666667
0,7761904762+ADs-1,3333333333
0,9333333333+ADs-1,6
0,3333333333+ADs-0,5666666667
0,75+ADs-1,2166666667
0,4+ADs-0,7
0,9666666667+ADs-1,6166666667
0,35+ADs-0,6166666667
0,625+ADs-1,1
2,0666666667+ADs-3,6333333333
0,6166666667+ADs-1,0833333333
0,4666666667+ADs-0,7333333333
1,4888888889+ADs-2,4777777778
0,3666666667+ADs-0,7
0,65+ADs-1,1166666667
0,9666666667+ADs-1,5666666667
1,0583333333+ADs-1,8666666667
0,95+ADs-1,4777777778
0,6166666667+ADs-0,9666666667
2,4166666667+ADs-4,5666666667
0,9+ADs-1,4333333333
1,4666666667+ADs-2,6
0,9666666667+ADs-1,8166666667
2,0333333333+ADs-3,5583333333
0,8166666667+ADs-1,1
0,7666666667+ADs-1,2
1,5583333333+ADs-2,7083333333
1,4333333333+ADs-2,4333333333
1+ADs-1,55
3,3+ADs-6,2166666667
0,9+ADs-1,4833333333
1,4166666667+ADs-2,4166666667
1,2583333333+ADs-2,2416666667
2,3416666667+ADs-4,4583333333
2,075+ADs-3,7583333333
1,3666666667+ADs-2,25
1,2+ADs-1,9
1,2+ADs-1,9333333333
1,6333333333+ADs-3
4,1+ADs-7,2166666667
2+ADs-3,8833333333
1,5+ADs-2,6
1,2833333333+ADs-2,3333333333
2,4111111111+ADs-4,3944444444
2,6+ADs-5,2333333333
1,7333333333+ADs-3,2833333333
1,9916666667+ADs-3,6666666667
3,6833333333+ADs-6,85
1,6333333333+ADs-2,9666666667
1,5666666667+ADs-2,9
2,1166666667+ADs-4,1
3,7916666667+ADs-7,7083333333
1,9833333333+ADs-3,65
1,8166666667+ADs-3,65
1,8+ADs-3,55
2,7666666667+ADs-5,3333333333
4,4+ADs-9,3666666667
2,3833333333+ADs-4,7833333333
2,5166666667+ADs-4,7333333333
3,1166666667+ADs-6,3333333333
3,85+ADs-7,5916666667
1,9+ADs-3,9666666667
3,1166666667+ADs-6,5333333333
4,75+ADs-10,0166666667
2,7166666667+ADs-5,4
2,5666666667+ADs-5,3166666667
2,65+ADs-5,2333333333
4,0833333333+ADs-8,6333333333
6,6833333333+ADs-13,0166666667
3,6166666667+ADs-7,2166666667
3,4333333333+ADs-7,1166666667
5,4166666667+ADs-11,2666666667
3,2+ADs-6,3666666667
2,8666666667+ADs-6,2666666667
4,8+ADs-9,9
5,5583333333+ADs-12,1083333333
3,6+ADs-7,75
3,8166666667+ADs-7,8833333333
6,1333333333+ADs-13
5,2666666667+ADs-11,3333333333
5,6833333333+ADs-12,0666666667
6,2416666667+ADs-13,2583333333
4+ADs-9
6,55+ADs-14,3666666667
6,5333333333+ADs-13,4
5,6833333333+ADs-12,5166666667
5,2166666667+ADs-11,7166666667
8,7333333333+ADs-19,0166666667
8,0833333333+ADs-17,1
7,3333333333+ADs-16,1666666667
7,1833333333+ADs-15,9666666667
6,5666666667+ADs-14,5666666667
9,8833333333+ADs-22,0833333333
8,6166666667+ADs-18,7
8,0666666667+ADs-18,0166666667
7,95+ADs-18,3166666667
11,7166666667+ADs-25,7166666667
9,5333333333+ADs-21,9666666667
8,8333333333+ADs-20,4333333333
9,4+ADs-21,3666666667
12,7666666667+ADs-28,9
11,2166666667+ADs-25,85
11,0333333333+ADs-25,4666666667
14,7666666667+ADs-33,25
11,8666666667+ADs-28,1166666667
11,8666666667+ADs-28,4666666667
16,3666666667+ADs-37,8166666667
15,75+ADs-36,3333333333
18,6333333333+ADs-44,15
20,2+ADs-44,7333333333
20,9666666667+ADs-49,9666666667
25,8666666667+ADs-63,0333333333
